ANO_EJE,MES_EJE,SECTOR_NOMBRE,DEPARTAMENTO_EJECUTORA_NOMBRE,FUENTE_FINANCIAMIENTO_NOMBRE,MONTO_GIRADO
2020,4,GOBIERNO LOCAL,HUANCAVELICA,RECURSOS DETERMINADOS,18725.7
2020,4,GOBIERNO LOCAL,HUANUCO,RECURSOS DETERMINADOS,18800
2020,4,GOBIERNO LOCAL,SAN MARTIN,RECURSOS ORDINARIOS,18922.98
2020,4,GOBIERNOS REGIONALES,LA LIBERTAD,DONACIONES Y TRANSFERENCIAS,18950
2020,4,GOBIERNOS REGIONALES,SAN MARTIN,RECURSOS ORDINARIOS,19000
2020,4,GOBIERNOS REGIONALES,MOQUEGUA,RECURSOS ORDINARIOS,19020
2020,4,GOBIERNOS REGIONALES,CUSCO,RECURSOS ORDINARIOS,19025.25
2020,4,GOBIERNO LOCAL,AREQUIPA,RECURSOS ORDINARIOS,19061.25
2020,4,GOBIERNO LOCAL,AREQUIPA,RECURSOS ORDINARIOS,19062.5
2020,4,GOBIERNOS REGIONALES,CAJAMARCA,DONACIONES Y TRANSFERENCIAS,19100
2020,4,GOBIERNOS REGIONALES,UCAYALI,RECURSOS ORDINARIOS,19108
2020,4,GOBIERNOS REGIONALES,LA LIBERTAD,DONACIONES Y TRANSFERENCIAS,19230
2020,4,GOBIERNO LOCAL,PIURA,RECURSOS DETERMINADOS,19400
2020,4,GOBIERNO LOCAL,PIURA,RECURSOS DETERMINADOS,19472.7
2020,4,GOBIERNO LOCAL,LAMBAYEQUE,RECURSOS DIRECTAMENTE RECAUDADOS,19500
2020,4,GOBIERNOS REGIONALES,CAJAMARCA,RECURSOS ORDINARIOS,19500
2020,4,GOBIERNOS REGIONALES,CAJAMARCA,RECURSOS ORDINARIOS,19500
2020,4,GOBIERNO LOCAL,APURIMAC,RECURSOS DIRECTAMENTE RECAUDADOS,19524
2020,4,GOBIERNOS REGIONALES,SAN MARTIN,RECURSOS ORDINARIOS,19525
2020,4,GOBIERNO LOCAL,HUANUCO,RECURSOS DETERMINADOS,19750
2020,4,GOBIERNO LOCAL,HUANCAVELICA,RECURSOS DETERMINADOS,19760
2020,4,GOBIERNOS REGIONALES,SAN MARTIN,RECURSOS ORDINARIOS,19799.82
2020,4,GOBIERNOS REGIONALES,HUANUCO,RECURSOS ORDINARIOS,19894
2020,4,GOBIERNO LOCAL,AMAZONAS,RECURSOS DETERMINADOS,19900
2020,4,GOBIERNO LOCAL,ANCASH,RECURSOS DETERMINADOS,19990
2020,4,GOBIERNOS REGIONALES,AYACUCHO,RECURSOS ORDINARIOS,19994.4
2020,4,GOBIERNOS REGIONALES,SAN MARTIN,DONACIONES Y TRANSFERENCIAS,19995.5
2020,4,GOBIERNOS REGIONALES,LA LIBERTAD,RECURSOS ORDINARIOS,19997
2020,4,INTERIOR,CUSCO,RECURSOS ORDINARIOS,20000
2020,4,GOBIERNO LOCAL,PASCO,RECURSOS DIRECTAMENTE RECAUDADOS,20000
2020,4,GOBIERNO LOCAL,LORETO,RECURSOS DETERMINADOS,20000
2020,4,GOBIERNO LOCAL,PUNO,RECURSOS DETERMINADOS,20000
2020,4,GOBIERNO LOCAL,JUNIN,RECURSOS DETERMINADOS,20000
2020,4,GOBIERNO LOCAL,ANCASH,RECURSOS DETERMINADOS,20000
2020,4,GOBIERNO LOCAL,HUANUCO,RECURSOS DETERMINADOS,20000
2020,4,GOBIERNO LOCAL,SAN MARTIN,RECURSOS DETERMINADOS,20000
2020,4,GOBIERNOS REGIONALES,LIMA,RECURSOS ORDINARIOS,20108
2020,4,GOBIERNOS REGIONALES,PASCO,RECURSOS ORDINARIOS,20170
2020,4,GOBIERNOS REGIONALES,CUSCO,RECURSOS ORDINARIOS,20239.2
2020,4,GOBIERNO LOCAL,AREQUIPA,RECURSOS DIRECTAMENTE RECAUDADOS,20336.41
2020,4,GOBIERNO LOCAL,SAN MARTIN,RECURSOS DETERMINADOS,20345
2020,4,GOBIERNOS REGIONALES,ANCASH,RECURSOS ORDINARIOS,20400
2020,4,GOBIERNOS REGIONALES,HUANCAVELICA,RECURSOS ORDINARIOS,20425
2020,4,GOBIERNOS REGIONALES,TACNA,RECURSOS ORDINARIOS,20600
2020,4,GOBIERNO LOCAL,LAMBAYEQUE,RECURSOS DETERMINADOS,20618.8
2020,4,GOBIERNO LOCAL,HUANUCO,RECURSOS DIRECTAMENTE RECAUDADOS,20800
2020,4,GOBIERNO LOCAL,CAJAMARCA,RECURSOS DIRECTAMENTE RECAUDADOS,20883
2020,4,GOBIERNO LOCAL,PASCO,RECURSOS DETERMINADOS,20900
2020,4,GOBIERNOS REGIONALES,TACNA,DONACIONES Y TRANSFERENCIAS,20960
2020,4,GOBIERNOS REGIONALES,LA LIBERTAD,RECURSOS ORDINARIOS,21000
2020,4,GOBIERNOS REGIONALES,UCAYALI,RECURSOS DIRECTAMENTE RECAUDADOS,21000
2020,4,GOBIERNO LOCAL,LIMA,RECURSOS DETERMINADOS,21120
2020,4,GOBIERNO LOCAL,SAN MARTIN,RECURSOS DETERMINADOS,21150
2020,4,GOBIERNO LOCAL,ANCASH,RECURSOS DETERMINADOS,21180.2
2020,4,GOBIERNOS REGIONALES,ANCASH,RECURSOS ORDINARIOS,21200
2020,4,GOBIERNOS REGIONALES,MOQUEGUA,RECURSOS ORDINARIOS,21231.78
2020,4,GOBIERNO LOCAL,ANCASH,RECURSOS DETERMINADOS,21245
2020,4,INTERIOR,LAMBAYEQUE,RECURSOS ORDINARIOS,21250
2020,4,GOBIERNO LOCAL,APURIMAC,RECURSOS DETERMINADOS,21255
2020,4,GOBIERNO LOCAL,HUANCAVELICA,RECURSOS DETERMINADOS,21282
2020,4,GOBIERNO LOCAL,AREQUIPA,RECURSOS DETERMINADOS,21400
2020,4,GOBIERNO LOCAL,HUANUCO,RECURSOS DETERMINADOS,21403.48
2020,4,GOBIERNOS REGIONALES,LA LIBERTAD,RECURSOS ORDINARIOS,21496.5
2020,4,GOBIERNOS REGIONALES,AMAZONAS,DONACIONES Y TRANSFERENCIAS,21500
2020,4,GOBIERNO LOCAL,AREQUIPA,RECURSOS ORDINARIOS,21554.08
2020,4,INTERIOR,CUSCO,RECURSOS ORDINARIOS,21688.75
2020,4,INTERIOR,CUSCO,RECURSOS ORDINARIOS,21723.2
2020,4,GOBIERNOS REGIONALES,ANCASH,RECURSOS ORDINARIOS,21800
2020,4,GOBIERNOS REGIONALES,LA LIBERTAD,RECURSOS ORDINARIOS,21850
2020,4,GOBIERNO LOCAL,LIMA,RECURSOS DETERMINADOS,21980
2020,4,GOBIERNO LOCAL,HUANCAVELICA,RECURSOS DETERMINADOS,22000
2020,4,GOBIERNO LOCAL,CUSCO,RECURSOS DIRECTAMENTE RECAUDADOS,22200
2020,4,GOBIERNOS REGIONALES,PUNO,DONACIONES Y TRANSFERENCIAS,22301.99
2020,4,GOBIERNOS REGIONALES,AMAZONAS,RECURSOS ORDINARIOS,22400
2020,4,GOBIERNO LOCAL,LIMA,RECURSOS DETERMINADOS,22463
2020,4,GOBIERNO LOCAL,JUNIN,RECURSOS DETERMINADOS,22470.5
2020,4,GOBIERNO LOCAL,AMAZONAS,RECURSOS DETERMINADOS,22500
2020,4,GOBIERNO LOCAL,ICA,RECURSOS DETERMINADOS,22588
2020,4,GOBIERNOS REGIONALES,CUSCO,RECURSOS ORDINARIOS,22779.8
2020,4,GOBIERNO LOCAL,ANCASH,RECURSOS DETERMINADOS,22800
2020,4,SALUD,LIMA,RECURSOS ORDINARIOS,22845
2020,4,GOBIERNO LOCAL,ICA,RECURSOS DETERMINADOS,22850
2020,4,GOBIERNO LOCAL,LIMA,RECURSOS ORDINARIOS,22885
2020,4,GOBIERNO LOCAL,HUANCAVELICA,RECURSOS DETERMINADOS,22900
2020,4,GOBIERNO LOCAL,LIMA,RECURSOS DETERMINADOS,22994
2020,4,GOBIERNO LOCAL,CUSCO,RECURSOS DETERMINADOS,23000
2020,4,GOBIERNOS REGIONALES,HUANUCO,RECURSOS ORDINARIOS,23000
2020,4,GOBIERNOS REGIONALES,PUNO,DONACIONES Y TRANSFERENCIAS,23000
2020,4,GOBIERNO LOCAL,TACNA,RECURSOS ORDINARIOS,23015
2020,4,INTERIOR,LIMA,RECURSOS ORDINARIOS,23100
2020,4,GOBIERNOS REGIONALES,SAN MARTIN,RECURSOS ORDINARIOS,23134.94
2020,4,GOBIERNOS REGIONALES,ICA,RECURSOS ORDINARIOS,23200
2020,4,GOBIERNO LOCAL,LIMA,RECURSOS DETERMINADOS,23370
2020,4,GOBIERNO LOCAL,TUMBES,RECURSOS DETERMINADOS,23400
2020,4,GOBIERNOS REGIONALES,TACNA,RECURSOS ORDINARIOS,23400
2020,4,GOBIERNOS REGIONALES,LIMA,RECURSOS ORDINARIOS,23500
2020,4,GOBIERNOS REGIONALES,PASCO,RECURSOS ORDINARIOS,23500
2020,4,GOBIERNO LOCAL,HUANUCO,RECURSOS DETERMINADOS,23567.6
2020,4,GOBIERNOS REGIONALES,JUNIN,RECURSOS ORDINARIOS,23608.18
2020,4,GOBIERNOS REGIONALES,LIMA,RECURSOS ORDINARIOS,23816
2020,4,GOBIERNOS REGIONALES,LA LIBERTAD,RECURSOS ORDINARIOS,23992
2020,4,GOBIERNO LOCAL,ICA,RECURSOS DETERMINADOS,24000
2020,4,GOBIERNO LOCAL,LORETO,RECURSOS DIRECTAMENTE RECAUDADOS,24000
2020,4,GOBIERNOS REGIONALES,HUANCAVELICA,RECURSOS ORDINARIOS,24000
2020,4,GOBIERNOS REGIONALES,PIURA,RECURSOS ORDINARIOS,24152.6
2020,4,GOBIERNOS REGIONALES,HUANCAVELICA,RECURSOS ORDINARIOS,24391.83
2020,4,GOBIERNO LOCAL,MADRE DE DIOS,RECURSOS DETERMINADOS,24498.5
2020,4,GOBIERNOS REGIONALES,JUNIN,DONACIONES Y TRANSFERENCIAS,24512.82
2020,4,SALUD,LIMA,RECURSOS ORDINARIOS,24550
2020,4,GOBIERNO LOCAL,LIMA,RECURSOS ORDINARIOS,24862.5
2020,4,GOBIERNOS REGIONALES,CUSCO,RECURSOS ORDINARIOS,24892
2020,4,GOBIERNOS REGIONALES,AMAZONAS,RECURSOS ORDINARIOS,24920
2020,4,GOBIERNOS REGIONALES,APURIMAC,DONACIONES Y TRANSFERENCIAS,24950
2020,4,GOBIERNO LOCAL,PUNO,RECURSOS DETERMINADOS,25000
2020,4,GOBIERNO LOCAL,CUSCO,RECURSOS DETERMINADOS,25000
2020,4,GOBIERNOS REGIONALES,PASCO,RECURSOS ORDINARIOS,25000
2020,4,AMBIENTAL,LIMA,RECURSOS ORDINARIOS,25011
2020,4,GOBIERNOS REGIONALES,PASCO,RECURSOS ORDINARIOS,25023.03
2020,4,GOBIERNOS REGIONALES,ICA,RECURSOS ORDINARIOS,25100
2020,4,GOBIERNOS REGIONALES,ICA,RECURSOS ORDINARIOS,25142.5
2020,4,GOBIERNOS REGIONALES,LA LIBERTAD,DONACIONES Y TRANSFERENCIAS,25350
2020,4,GOBIERNO LOCAL,JUNIN,RECURSOS ORDINARIOS,25351.8
2020,4,AGRICULTURA,LIMA,RECURSOS ORDINARIOS,25425
2020,4,GOBIERNO LOCAL,AREQUIPA,RECURSOS ORDINARIOS,25600
2020,4,JUSTICIA,JUNIN,RECURSOS ORDINARIOS,25629.53
2020,4,GOBIERNO LOCAL,LAMBAYEQUE,RECURSOS DETERMINADOS,25720
2020,4,GOBIERNOS REGIONALES,HUANCAVELICA,RECURSOS ORDINARIOS,25850
2020,4,GOBIERNOS REGIONALES,MOQUEGUA,RECURSOS ORDINARIOS,25939
2020,4,GOBIERNO LOCAL,AREQUIPA,RECURSOS DIRECTAMENTE RECAUDADOS,25956
2020,4,GOBIERNO LOCAL,ANCASH,RECURSOS ORDINARIOS,25989.5
2020,4,GOBIERNO LOCAL,ICA,RECURSOS DETERMINADOS,26000
2020,4,GOBIERNOS REGIONALES,ICA,RECURSOS ORDINARIOS,26000
2020,4,GOBIERNOS REGIONALES,LIMA,RECURSOS ORDINARIOS,26039
2020,4,GOBIERNO LOCAL,CAJAMARCA,RECURSOS ORDINARIOS,26061
2020,4,GOBIERNO LOCAL,PIURA,RECURSOS ORDINARIOS,26163.64
2020,4,GOBIERNO LOCAL,HUANUCO,RECURSOS DETERMINADOS,26200
2020,4,GOBIERNO LOCAL,CUSCO,RECURSOS ORDINARIOS,26232
2020,4,GOBIERNO LOCAL,PUNO,RECURSOS DETERMINADOS,26400
2020,4,JUSTICIA,UCAYALI,RECURSOS ORDINARIOS,26436.16
2020,4,GOBIERNOS REGIONALES,ANCASH,DONACIONES Y TRANSFERENCIAS,26455.84
2020,4,AGRICULTURA,LIMA,RECURSOS ORDINARIOS,26500
2020,4,JUSTICIA,LIMA,RECURSOS ORDINARIOS,26586
2020,4,GOBIERNOS REGIONALES,SAN MARTIN,RECURSOS ORDINARIOS,26758
2020,4,JUSTICIA,LIMA,RECURSOS ORDINARIOS,26880
2020,4,GOBIERNO LOCAL,LIMA,RECURSOS DETERMINADOS,27000
2020,4,GOBIERNO LOCAL,LA LIBERTAD,RECURSOS DETERMINADOS,27000
2020,4,GOBIERNO LOCAL,HUANUCO,RECURSOS DETERMINADOS,27000
2020,4,GOBIERNOS REGIONALES,LAMBAYEQUE,DONACIONES Y TRANSFERENCIAS,27000
2020,4,GOBIERNO LOCAL,PUNO,RECURSOS DETERMINADOS,27058.5
2020,4,GOBIERNO LOCAL,CAJAMARCA,RECURSOS ORDINARIOS,27143
2020,4,GOBIERNOS REGIONALES,LA LIBERTAD,DONACIONES Y TRANSFERENCIAS,27250
2020,4,GOBIERNOS REGIONALES,LIMA,RECURSOS ORDINARIOS,27250
2020,4,GOBIERNOS REGIONALES,AMAZONAS,RECURSOS ORDINARIOS,27253.5
2020,4,GOBIERNOS REGIONALES,CAJAMARCA,RECURSOS ORDINARIOS,27421.5
2020,4,GOBIERNO LOCAL,LA LIBERTAD,RECURSOS DETERMINADOS,27480
2020,4,INTERIOR,PUNO,RECURSOS ORDINARIOS,27500
2020,4,GOBIERNOS REGIONALES,JUNIN,RECURSOS ORDINARIOS,27500
2020,4,GOBIERNO LOCAL,APURIMAC,RECURSOS DETERMINADOS,27590.6
2020,4,GOBIERNO LOCAL,LIMA,RECURSOS DETERMINADOS,27600
2020,4,GOBIERNOS REGIONALES,PUNO,RECURSOS ORDINARIOS,27691.18
2020,4,GOBIERNO LOCAL,ANCASH,RECURSOS DETERMINADOS,27714.07
2020,4,GOBIERNOS REGIONALES,JUNIN,RECURSOS ORDINARIOS,27771
2020,4,GOBIERNO LOCAL,PASCO,RECURSOS DETERMINADOS,27900
2020,4,GOBIERNO LOCAL,PROVINCIA CONSTITUCIONAL DEL CALLAO,RECURSOS DIRECTAMENTE RECAUDADOS,27918
2020,4,GOBIERNOS REGIONALES,ICA,DONACIONES Y TRANSFERENCIAS,27920
2020,4,SALUD,LIMA,RECURSOS ORDINARIOS,28000
2020,4,GOBIERNO LOCAL,HUANUCO,RECURSOS DETERMINADOS,28000
2020,4,GOBIERNOS REGIONALES,JUNIN,RECURSOS ORDINARIOS,28000
2020,4,GOBIERNO LOCAL,SAN MARTIN,RECURSOS DETERMINADOS,28140
2020,4,GOBIERNOS REGIONALES,MOQUEGUA,RECURSOS ORDINARIOS,28308
2020,4,GOBIERNOS REGIONALES,LAMBAYEQUE,RECURSOS ORDINARIOS,28310
2020,4,GOBIERNOS REGIONALES,AYACUCHO,RECURSOS ORDINARIOS,28438.25
2020,4,GOBIERNOS REGIONALES,PASCO,RECURSOS ORDINARIOS,28493.63
2020,4,GOBIERNOS REGIONALES,TUMBES,DONACIONES Y TRANSFERENCIAS,28500
2020,4,SALUD,LIMA,RECURSOS ORDINARIOS,28600
2020,4,GOBIERNO LOCAL,LIMA,RECURSOS DETERMINADOS,28656
2020,4,GOBIERNOS REGIONALES,ICA,RECURSOS ORDINARIOS,28733.34
2020,4,GOBIERNOS REGIONALES,MOQUEGUA,RECURSOS ORDINARIOS,28750
2020,4,GOBIERNO LOCAL,AYACUCHO,RECURSOS DETERMINADOS,28800
2020,4,GOBIERNO LOCAL,ANCASH,RECURSOS DETERMINADOS,28800
2020,4,GOBIERNOS REGIONALES,CUSCO,RECURSOS ORDINARIOS,28887.5
2020,4,GOBIERNO LOCAL,ICA,RECURSOS ORDINARIOS,28992
2020,4,GOBIERNO LOCAL,AYACUCHO,RECURSOS DETERMINADOS,29068.63
2020,4,GOBIERNOS REGIONALES,CAJAMARCA,RECURSOS ORDINARIOS,29095.16
2020,4,GOBIERNO LOCAL,HUANUCO,RECURSOS DIRECTAMENTE RECAUDADOS,29100
2020,4,GOBIERNO LOCAL,ANCASH,RECURSOS DETERMINADOS,29112
2020,4,GOBIERNOS REGIONALES,MOQUEGUA,RECURSOS ORDINARIOS,29145
2020,4,GOBIERNO LOCAL,AMAZONAS,RECURSOS ORDINARIOS,29290.78
2020,4,GOBIERNOS REGIONALES,HUANUCO,RECURSOS ORDINARIOS,29300
2020,4,GOBIERNO LOCAL,TUMBES,RECURSOS ORDINARIOS,29338.48
2020,4,GOBIERNO LOCAL,JUNIN,RECURSOS DETERMINADOS,29448
2020,4,GOBIERNOS REGIONALES,LORETO,RECURSOS ORDINARIOS,29450
2020,4,GOBIERNOS REGIONALES,LA LIBERTAD,RECURSOS ORDINARIOS,29512
2020,4,GOBIERNO LOCAL,ICA,RECURSOS DETERMINADOS,29618.27
2020,4,GOBIERNOS REGIONALES,LA LIBERTAD,RECURSOS ORDINARIOS,29773.72
2020,4,SALUD,LIMA,RECURSOS ORDINARIOS,29870
2020,4,SALUD,LIMA,RECURSOS ORDINARIOS,29900
2020,4,GOBIERNO LOCAL,HUANCAVELICA,RECURSOS ORDINARIOS,29938.64
2020,4,GOBIERNO LOCAL,LORETO,RECURSOS ORDINARIOS,29965
2020,4,GOBIERNOS REGIONALES,LORETO,RECURSOS ORDINARIOS,29988
2020,4,GOBIERNO LOCAL,PUNO,RECURSOS DETERMINADOS,30000
2020,4,GOBIERNO LOCAL,ICA,RECURSOS DETERMINADOS,30000
2020,4,GOBIERNO LOCAL,LORETO,RECURSOS DETERMINADOS,30000
2020,4,GOBIERNO LOCAL,HUANUCO,RECURSOS DIRECTAMENTE RECAUDADOS,30000
2020,4,GOBIERNOS REGIONALES,TUMBES,RECURSOS ORDINARIOS,30150
2020,4,GOBIERNO LOCAL,AMAZONAS,RECURSOS DETERMINADOS,30250
2020,4,GOBIERNO LOCAL,HUANCAVELICA,RECURSOS ORDINARIOS,30364
2020,4,GOBIERNO LOCAL,HUANUCO,RECURSOS DIRECTAMENTE RECAUDADOS,30389.8
2020,4,GOBIERNO LOCAL,TACNA,RECURSOS ORDINARIOS,30415.9
2020,4,GOBIERNOS REGIONALES,SAN MARTIN,RECURSOS ORDINARIOS,30600
2020,4,GOBIERNO LOCAL,SAN MARTIN,RECURSOS ORDINARIOS,30702.6
2020,4,GOBIERNO LOCAL,PIURA,RECURSOS ORDINARIOS,30703.8
2020,4,GOBIERNOS REGIONALES,LA LIBERTAD,RECURSOS ORDINARIOS,30720
2020,4,GOBIERNO LOCAL,CUSCO,RECURSOS ORDINARIOS,30872
2020,4,SALUD,LIMA,RECURSOS ORDINARIOS,30925.2
2020,4,GOBIERNO LOCAL,LIMA,RECURSOS ORDINARIOS,30942.98
2020,4,GOBIERNO LOCAL,CUSCO,RECURSOS ORDINARIOS,30950
2020,4,GOBIERNO LOCAL,TACNA,RECURSOS ORDINARIOS,30992
2020,4,GOBIERNO LOCAL,ANCASH,RECURSOS DETERMINADOS,31070
2020,4,GOBIERNOS REGIONALES,ANCASH,RECURSOS ORDINARIOS,31121.97
2020,4,GOBIERNOS REGIONALES,PUNO,RECURSOS ORDINARIOS,31204.6
2020,4,GOBIERNO LOCAL,PUNO,RECURSOS DETERMINADOS,31220
2020,4,GOBIERNO LOCAL,ANCASH,RECURSOS DIRECTAMENTE RECAUDADOS,31259
2020,4,GOBIERNO LOCAL,HUANUCO,RECURSOS DETERMINADOS,31300
2020,4,GOBIERNO LOCAL,AREQUIPA,RECURSOS ORDINARIOS,31408.02
2020,4,GOBIERNOS REGIONALES,LA LIBERTAD,RECURSOS ORDINARIOS,31408.84
2020,4,GOBIERNOS REGIONALES,LA LIBERTAD,RECURSOS ORDINARIOS,31496
2020,4,GOBIERNOS REGIONALES,CAJAMARCA,RECURSOS ORDINARIOS,31500
2020,4,GOBIERNOS REGIONALES,MADRE DE DIOS,DONACIONES Y TRANSFERENCIAS,31516
2020,4,GOBIERNOS REGIONALES,CUSCO,RECURSOS ORDINARIOS,31549
2020,4,GOBIERNOS REGIONALES,CAJAMARCA,RECURSOS ORDINARIOS,31670.17
2020,4,JUSTICIA,SAN MARTIN,RECURSOS ORDINARIOS,31847.41
2020,4,INTERIOR,CUSCO,RECURSOS ORDINARIOS,31959.5
2020,4,SALUD,LIMA,RECURSOS ORDINARIOS,32010
2020,4,GOBIERNO LOCAL,ANCASH,RECURSOS DETERMINADOS,32034.5
2020,4,GOBIERNOS REGIONALES,CAJAMARCA,RECURSOS ORDINARIOS,32490
2020,4,SALUD,LIMA,RECURSOS ORDINARIOS,32500
2020,4,GOBIERNO LOCAL,LAMBAYEQUE,RECURSOS DETERMINADOS,32500
2020,4,GOBIERNOS REGIONALES,LA LIBERTAD,DONACIONES Y TRANSFERENCIAS,32500
2020,4,GOBIERNOS REGIONALES,CUSCO,DONACIONES Y TRANSFERENCIAS,32564
2020,4,GOBIERNOS REGIONALES,HUANUCO,RECURSOS ORDINARIOS,32570
2020,4,GOBIERNO LOCAL,LIMA,RECURSOS ORDINARIOS,32734
2020,4,GOBIERNOS REGIONALES,MADRE DE DIOS,DONACIONES Y TRANSFERENCIAS,32750
2020,4,SALUD,LIMA,RECURSOS ORDINARIOS,32800
2020,4,GOBIERNO LOCAL,ICA,RECURSOS DETERMINADOS,32875
2020,4,AGRICULTURA,LIMA,RECURSOS ORDINARIOS,33000
2020,4,GOBIERNO LOCAL,PUNO,RECURSOS DETERMINADOS,33000
2020,4,GOBIERNO LOCAL,LA LIBERTAD,RECURSOS DIRECTAMENTE RECAUDADOS,33135
2020,4,GOBIERNOS REGIONALES,LA LIBERTAD,RECURSOS ORDINARIOS,33247.5
2020,4,GOBIERNO LOCAL,LIMA,RECURSOS DETERMINADOS,33276
2020,4,GOBIERNO LOCAL,LA LIBERTAD,RECURSOS ORDINARIOS,33300
2020,4,GOBIERNOS REGIONALES,PASCO,RECURSOS ORDINARIOS,33500
2020,4,SALUD,LIMA,RECURSOS ORDINARIOS,33580.8
2020,4,SALUD,LIMA,RECURSOS ORDINARIOS,33584.16
2020,4,GOBIERNO LOCAL,APURIMAC,RECURSOS ORDINARIOS,33700
2020,4,GOBIERNOS REGIONALES,SAN MARTIN,DONACIONES Y TRANSFERENCIAS,33712
2020,4,SALUD,LIMA,DONACIONES Y TRANSFERENCIAS,33800
2020,4,GOBIERNO LOCAL,PIURA,RECURSOS DETERMINADOS,33889.6
2020,4,INTERIOR,LAMBAYEQUE,RECURSOS ORDINARIOS,34000
2020,4,GOBIERNO LOCAL,AMAZONAS,RECURSOS DETERMINADOS,34030.2
2020,4,GOBIERNOS REGIONALES,ANCASH,RECURSOS ORDINARIOS,34069.75
2020,4,DEFENSA,LIMA,RECURSOS ORDINARIOS,34100
2020,4,GOBIERNO LOCAL,CAJAMARCA,RECURSOS DIRECTAMENTE RECAUDADOS,34190
2020,4,GOBIERNOS REGIONALES,CUSCO,RECURSOS ORDINARIOS,34200
2020,4,SALUD,LIMA,RECURSOS ORDINARIOS,34220
2020,4,GOBIERNO LOCAL,LIMA,RECURSOS DETERMINADOS,34220
2020,4,GOBIERNO LOCAL,LIMA,RECURSOS ORDINARIOS,34311
2020,4,GOBIERNOS REGIONALES,ICA,RECURSOS ORDINARIOS,34313
2020,4,JUSTICIA,SAN MARTIN,RECURSOS ORDINARIOS,34356
2020,4,GOBIERNO LOCAL,LIMA,RECURSOS ORDINARIOS,34375
2020,4,GOBIERNO LOCAL,LIMA,RECURSOS DETERMINADOS,34390
2020,4,GOBIERNOS REGIONALES,CUSCO,RECURSOS ORDINARIOS,34390
2020,4,SALUD,LIMA,RECURSOS ORDINARIOS,34399
2020,4,INTERIOR,LIMA,RECURSOS ORDINARIOS,34400
2020,4,GOBIERNOS REGIONALES,LIMA,RECURSOS ORDINARIOS,34697.5
2020,4,GOBIERNOS REGIONALES,HUANCAVELICA,RECURSOS ORDINARIOS,34770
2020,4,GOBIERNO LOCAL,PASCO,RECURSOS ORDINARIOS,34880
2020,4,GOBIERNOS REGIONALES,PUNO,DONACIONES Y TRANSFERENCIAS,34985
2020,4,JUSTICIA,LIMA,RECURSOS ORDINARIOS,34999.68
2020,4,GOBIERNO LOCAL,LORETO,RECURSOS DETERMINADOS,35000
2020,4,GOBIERNOS REGIONALES,CAJAMARCA,DONACIONES Y TRANSFERENCIAS,35034.22
2020,4,GOBIERNOS REGIONALES,HUANCAVELICA,RECURSOS ORDINARIOS,35090
2020,4,GOBIERNO LOCAL,JUNIN,RECURSOS DETERMINADOS,35108.5
2020,4,GOBIERNOS REGIONALES,LA LIBERTAD,RECURSOS ORDINARIOS,35205.65
2020,4,GOBIERNOS REGIONALES,JUNIN,DONACIONES Y TRANSFERENCIAS,35454
2020,4,GOBIERNOS REGIONALES,ANCASH,DONACIONES Y TRANSFERENCIAS,35493.66
2020,4,GOBIERNO LOCAL,ANCASH,RECURSOS ORDINARIOS,35499
2020,4,GOBIERNOS REGIONALES,CUSCO,RECURSOS ORDINARIOS,35566
2020,4,GOBIERNO LOCAL,JUNIN,RECURSOS DETERMINADOS,35600
2020,4,GOBIERNOS REGIONALES,HUANUCO,RECURSOS ORDINARIOS,35751
2020,4,SALUD,LIMA,RECURSOS ORDINARIOS,35919
2020,4,JUSTICIA,CUSCO,RECURSOS ORDINARIOS,36115.8
2020,4,GOBIERNO LOCAL,CUSCO,RECURSOS ORDINARIOS,36440
2020,4,GOBIERNO LOCAL,CAJAMARCA,RECURSOS DETERMINADOS,36647
2020,4,GOBIERNOS REGIONALES,PASCO,RECURSOS ORDINARIOS,36733.4
2020,4,INTERIOR,AREQUIPA,RECURSOS ORDINARIOS,37304
2020,4,SALUD,LIMA,RECURSOS ORDINARIOS,37369.8
2020,4,DESARROLLO E INCLUSION SOCIAL,LIMA,RECURSOS ORDINARIOS,37620
2020,4,GOBIERNO LOCAL,MADRE DE DIOS,RECURSOS ORDINARIOS,38000
2020,4,GOBIERNOS REGIONALES,CAJAMARCA,RECURSOS ORDINARIOS,38000
2020,4,DEFENSA,LIMA,RECURSOS ORDINARIOS,38035
2020,4,GOBIERNOS REGIONALES,PIURA,RECURSOS ORDINARIOS,38336
2020,4,GOBIERNO LOCAL,LIMA,RECURSOS ORDINARIOS,38708.56
2020,4,JUSTICIA,LAMBAYEQUE,RECURSOS ORDINARIOS,39249.95
2020,4,GOBIERNOS REGIONALES,PUNO,RECURSOS ORDINARIOS,39304
2020,4,GOBIERNO LOCAL,SAN MARTIN,RECURSOS DETERMINADOS,39474.49
2020,4,GOBIERNOS REGIONALES,ICA,RECURSOS ORDINARIOS,39504.11
2020,4,CONTRALORIA GENERAL,LIMA,RECURSOS ORDINARIOS,39730
2020,4,GOBIERNOS REGIONALES,PIURA,RECURSOS ORDINARIOS,39979.15
2020,4,GOBIERNO LOCAL,ANCASH,RECURSOS ORDINARIOS,39997.65
2020,4,GOBIERNO LOCAL,PIURA,RECURSOS DETERMINADOS,40000
2020,4,GOBIERNO LOCAL,TACNA,RECURSOS ORDINARIOS,40000
2020,4,GOBIERNOS REGIONALES,AREQUIPA,RECURSOS ORDINARIOS,40000
